1578786449,0.603
1578786452,0.596
1578786455,0.602
1578786458,0.598
1578786461,0.603
1578786464,0.601
1578786467,0.603
1578786470,0.602
1578786473,0.603
1578786476,0.603
1578786479,0.611
1578786482,0.599
1578786485,0.603
1578786488,0.599
1578786491,0.602
1578786494,0.601
1578786497,0.601
1578786500,0.603
1578786503,0.606
1578786506,0.6
1578786510,0.61
1578786513,0.604
1578786516,0.598
1578786519,0.604
1578786522,0.607
1578786525,0.603
1578786528,0.596
1578786531,0.598
1578786534,0.602
1578786537,0.596
1578786540,0.597
1578786543,0.603
1578786546,0.603
1578786549,0.6
1578786552,0.609
1578786555,0.598
1578786558,0.606
1578786561,0.602
1578786564,0.599
1578786567,0.599
1578786570,0.604
1578786574,0.606
1578786577,0.599
1578786580,0.607
1578786583,0.603
1578786586,0.599
1578786589,0.599
1578786592,0.6
1578786595,0.602
1578786598,0.6
1578786601,0.602
1578786604,0.6
1578786607,0.606
1578786610,0.606
1578786613,0.604
1578786616,0.602
1578786619,0.606
1578786622,0.6
1578786625,0.607
1578786628,0.6
1578786631,0.602
1578786635,0.6
1578786638,0.601
1578786641,0.599
1578786644,0.602
1578786647,0.6
1578786650,0.601
1578786653,0.602
1578786656,0.608
1578786659,0.602
1578786662,0.6
1578786665,0.599
1578786668,0.6
1578786671,0.607
1578786674,0.597
1578786677,0.602
1578786680,0.604
1578786683,0.598
1578786686,0.606
1578786689,0.599
1578786692,0.599
1578786696,0.597
1578786699,0.604
1578786702,0.603
1578786705,0.607
1578786708,0.599
1578786711,0.604
1578786714,0.606
1578786717,0.601
1578786720,0.604
1578786723,0.599
1578786726,0.604
1578786729,0.597
1578786732,0.594
1578786735,0.6
1578786738,0.601
1578786741,0.6
1578786744,0.602
1578786747,0.6
1578786750,0.604
1578786753,0.606
1578786757,0.6
1578786760,0.606
1578786763,0.603
1578786766,0.607
1578786769,0.601
1578786772,0.607
1578786775,0.602
1578786778,0.602
1578786781,0.603
1578786784,0.604
1578786787,0.604
1578786790,0.601
1578786793,0.603
1578786796,0.603
1578786799,0.601
1578786802,0.602
1578786805,0.602
1578786808,0.6
1578786811,0.598
1578786814,0.601
1578786818,0.601
1578786821,0.603
1578786824,0.609
1578786827,0.6
1578786830,0.599
1578786833,0.601
1578786836,0.601
1578786839,0.606
1578786842,0.6
1578786845,0.604
1578786848,0.599
1578786851,0.602
1578786854,0.606
1578786857,0.604
1578786860,0.603
1578786863,0.6
1578786866,0.603
1578786869,0.601
1578786872,0.6
1578786875,0.603
1578786878,0.602
1578786882,0.601
1578786885,0.601
1578786888,0.606
1578786891,0.599
1578786894,0.6
1578786897,0.603
1578786900,0.606
1578786903,0.601
1578786906,0.603
1578786909,0.601
1578786912,0.604
1578786915,0.598
1578786918,0.604
1578786921,0.607
1578786924,0.602
1578786927,0.604
1578786930,0.61
1578786933,0.603
1578786936,0.602
1578786939,0.599
1578786943,0.597
1578786946,0.604
1578786949,0.609
1578786952,0.606
1578786955,0.608
1578786958,0.601
1578786961,0.607
1578786964,0.6
1578786967,0.604
1578786970,0.601
1578786973,0.602
1578786976,0.599
1578786979,0.6
1578786982,0.603
1578786985,0.601
1578786988,0.602
1578786991,0.6
1578786994,0.599
1578786997,0.6
1578787000,0.599
1578787004,0.603
1578787007,0.604
1578787010,0.606
1578787013,0.601
1578787016,0.604
1578787019,0.603
1578787022,0.602
1578787025,0.603
1578787028,0.603
1578787031,0.602
1578787034,0.609
1578787037,0.597
1578787040,0.601
1578787043,0.6
1578787046,0.604
1578787049,0.6
1578787052,0.601
1578787055,0.608
1578787058,0.613
1578787061,0.604
1578787065,0.604
1578787068,0.603
1578787071,0.601
1578787074,0.603
1578787077,0.606
1578787080,0.6
1578787083,0.604
1578787086,0.602
1578787089,0.604
1578787092,0.598
1578787095,0.596
1578787098,0.604
1578787101,0.603
1578787104,0.601
1578787107,0.6
1578787110,0.598
1578787113,0.603
1578787116,0.601
1578787119,0.599
1578787122,0.6
1578787125,0.602
1578787129,0.597
1578787132,0.606
1578787135,0.602
1578787138,0.601
1578787141,0.606
1578787144,0.601
1578787147,0.603
1578787150,0.602
1578787153,0.602
1578787156,0.606
1578787159,0.6
1578787162,0.602
1578787165,0.599
1578787168,0.601
1578787171,0.603
1578787174,0.598
1578787177,0.602
1578787180,0.602
1578787183,0.603
1578787186,0.6
1578787190,0.607
1578787193,0.597
1578787196,0.603
1578787199,0.609
1578787202,0.599
1578787205,0.595
1578787208,0.607
1578787211,0.597
1578787214,0.601
1578787217,0.596
1578787220,0.603
1578787223,0.597
1578787226,0.599
1578787229,0.6
1578787232,0.602
1578787235,0.604
1578787238,0.604
1578787241,0.6
1578787244,0.603
1578787247,0.606
1578787251,0.599
1578787254,0.6
1578787257,0.604
1578787260,0.607
1578787263,0.602
1578787266,0.6
1578787269,0.606
1578787272,0.603
1578787275,0.594
1578787278,0.604
1578787281,0.606
1578787284,0.602
1578787287,0.602
1578787290,0.602
1578787293,0.6
1578787296,0.603
1578787299,0.601
1578787302,0.604
1578787305,0.601
1578787308,0.6
1578787312,0.6
1578787315,0.601
1578787318,0.601
1578787321,0.606
1578787324,0.601
1578787327,0.604
1578787330,0.601
1578787333,0.607
1578787336,0.601
1578787339,0.599
1578787342,0.598
1578787345,0.599
1578787348,0.609
1578787351,0.602
1578787354,0.603
1578787357,0.607
1578787360,0.602
1578787363,0.602
1578787366,0.599
1578787369,0.601
1578787373,0.603
1578787376,0.604
1578787379,0.6
1578787382,0.602
1578787385,0.599
1578787388,0.602
1578787391,0.606
1578787394,0.602
1578787397,0.603
1578787400,0.603
1578787403,0.601
1578787406,0.599
1578787409,0.608
1578787412,0.598
1578787415,0.603
1578787418,0.601
1578787421,0.601
1578787424,0.606
1578787427,0.6
1578787430,0.604
1578787433,0.596
1578787437,0.604
1578787440,0.603
1578787443,0.602
1578787446,0.601
1578787449,0.602
1578787452,0.603
1578787455,0.6
1578787458,0.606
1578787461,0.608
1578787464,0.601
1578787467,0.606
1578787470,0.6
1578787473,0.6
1578787476,0.601
1578787479,0.597
1578787482,0.6
1578787485,0.599
1578787488,0.601
1578787491,0.602
1578787494,0.601
1578787498,0.602
1578787501,0.608
1578787504,0.597
1578787507,0.607
1578787510,0.6
1578787513,0.599
1578787516,0.603
1578787519,0.599
1578787522,0.603
1578787525,0.6
1578787528,0.603
1578787531,0.601
1578787534,0.603
1578787537,0.604
1578787540,0.606
1578787543,0.599
1578787546,0.606
1578787549,0.598
1578787552,0.609
1578787555,0.606
1578787559,0.601
1578787562,0.601
1578787565,0.602
1578787568,0.601
1578787571,0.604
1578787574,0.595
1578787577,0.602
1578787580,0.602
1578787583,0.601
1578787586,0.604
1578787589,0.604
1578787592,0.602
1578787595,0.596
1578787598,0.603
1578787601,0.599
1578787604,0.6
1578787607,0.609
1578787610,0.601
1578787613,0.606
1578787616,0.602
1578787620,0.601
1578787623,0.599
1578787626,0.603
1578787629,0.601
1578787632,0.608
1578787635,0.599
1578787638,0.6
1578787641,0.597
1578787644,0.602
1578787647,0.599
1578787650,0.6
1578787653,0.597
